"country","countryCode","date","isVerified","position","productAsin","ratingScore","reviewDescription","reviewImages/0","reviewImages/1","reviewImages/2","reviewImages/3","reviewImages/4","reviewImages/5","reviewImages/6","reviewImages/7","reviewImages/8","reviewReaction","reviewTitle","reviewUrl","reviewedIn","variant"
"United States","🇺🇸","2023-01-02","true","941","B08BHHSB6M","1","Do NOT even consider buying this phone. I received it and it was all scratched up and the screen was broke.  I returned the phone and it was nearly impossible getting a refund. It’s been two weeks and I still haven’t been refunded the money. Buyers beware.","https://images-na.ssl-images-amazon.com/images/I/A1CE5DhUdxL._SY88.jpg","https://images-na.ssl-images-amazon.com/images/I/B1CL7k6EL1S._SY88.jpg","https://m.media-amazon.com/images/I/61+6mrqaIUL._SY88.jpg","https://m.media-amazon.com/images/I/617LWxC68RL._SY88.jpg",,,,,,"One person found this helpful","Do not buy this phone","https://www.amazon.com/gp/customer-reviews/RTYNBZGUR02XD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHHSB6M","Reviewed in the United States 🇺🇸 on January 2, 2023","Size: 256GBColor: GoldService Provider: UnlockedProduct grade: Renewed"
"United States","🇺🇸","2022-05-11","true","942","B08BHHSB6M","5","Telefone veio em perfeito estado.","https://images-na.ssl-images-amazon.com/images/I/A1CE5DhUdxL._SY88.jpg","https://images-na.ssl-images-amazon.com/images/I/B1CL7k6EL1S._SY88.jpg","https://m.media-amazon.com/images/I/61+6mrqaIUL._SY88.jpg","https://m.media-amazon.com/images/I/617LWxC68RL._SY88.jpg",,,,,,"","Otimo produto, como novo","https://www.amazon.com/gp/customer-reviews/R2Y0AZS0KCL1F6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHHSB6M","Reviewed in the United States 🇺🇸 on May 11, 2022","Size: 64GBColor: Space GrayService Provider: UnlockedProduct grade: Renewed"
"United States","🇺🇸","2022-04-05","true","943","B08BHHSB6M","5","Looks brand new. No scratches and comes with screen protector","https://images-na.ssl-images-amazon.com/images/I/A1CE5DhUdxL._SY88.jpg","https://images-na.ssl-images-amazon.com/images/I/B1CL7k6EL1S._SY88.jpg","https://m.media-amazon.com/images/I/61+6mrqaIUL._SY88.jpg","https://m.media-amazon.com/images/I/617LWxC68RL._SY88.jpg",,,,,,"","No scratches and comes with screen protector","https://www.amazon.com/gp/customer-reviews/RCE55G04I8PCI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHHSB6M","Reviewed in the United States 🇺🇸 on April 5, 2022","Size: 64GBColor: Midnight GreenService Provider: UnlockedProduct grade: Renewed"
"United States","🇺🇸","2022-05-11","true","944","B08BHHSB6M","5","Excellent phone! It works perfectly","https://images-na.ssl-images-amazon.com/images/I/A1CE5DhUdxL._SY88.jpg","https://images-na.ssl-images-amazon.com/images/I/B1CL7k6EL1S._SY88.jpg","https://m.media-amazon.com/images/I/61+6mrqaIUL._SY88.jpg","https://m.media-amazon.com/images/I/617LWxC68RL._SY88.jpg",,,,,,"","It came as described by the seller!","https://www.amazon.com/gp/customer-reviews/ROWTWR0A9ZT9F/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHHSB6M","Reviewed in the United States 🇺🇸 on May 11, 2022","Size: 64GBColor: Space GrayService Provider: UnlockedProduct grade: Renewed"
"United States","🇺🇸","2021-06-15","true","945","B08BHHSB6M","5","This phone was for my dad and the phone came in really good condition. It came with a screen protector, battery health of 97%, no dents or scratches. The phone works great and so far he has had no issues.","https://images-na.ssl-images-amazon.com/images/I/A1CE5DhUdxL._SY88.jpg","https://images-na.ssl-images-amazon.com/images/I/B1CL7k6EL1S._SY88.jpg","https://m.media-amazon.com/images/I/61+6mrqaIUL._SY88.jpg","https://m.media-amazon.com/images/I/617LWxC68RL._SY88.jpg",,,,,,"","Came in great condition!","https://www.amazon.com/gp/customer-reviews/R2QID5XVW0KZ59/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHHSB6M","Reviewed in the United States 🇺🇸 on June 15, 2021","Size: 512GBColor: Midnight GreenService Provider: UnlockedProduct grade: Renewed"
"United States","🇺🇸","2021-04-22","true","946","B08BHHSB6M","4","El teléfono está como nuevo ligeros detalles","https://images-na.ssl-images-amazon.com/images/I/A1CE5DhUdxL._SY88.jpg","https://images-na.ssl-images-amazon.com/images/I/B1CL7k6EL1S._SY88.jpg","https://m.media-amazon.com/images/I/61+6mrqaIUL._SY88.jpg","https://m.media-amazon.com/images/I/617LWxC68RL._SY88.jpg",,,,,,"One person found this helpful","Es justo lo que ofrecen ni más ni menos","https://www.amazon.com/gp/customer-reviews/R2WLGYV27BV8K8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHHSB6M","Reviewed in the United States 🇺🇸 on April 22, 2021","Size: 64GBColor: Midnight GreenService Provider: UnlockedProduct grade: Renewed"
"United States","🇺🇸","2021-01-26","true","947","B08BHHSB6M","3","The phone cosmetically was horrible, it was all scratched up and hidden with tempered glass.. so I don’t think it was worth what I paid however it worked just fine, decided to just keep it because it’s troublesome returning and paying for shipping all over again so purchase at your own risk.","https://images-na.ssl-images-amazon.com/images/I/A1CE5DhUdxL._SY88.jpg","https://images-na.ssl-images-amazon.com/images/I/B1CL7k6EL1S._SY88.jpg","https://m.media-amazon.com/images/I/61+6mrqaIUL._SY88.jpg","https://m.media-amazon.com/images/I/617LWxC68RL._SY88.jpg",,,,,,"","Disappointed with price for the cosmetic damage of the phone.","https://www.amazon.com/gp/customer-reviews/R2C78A5EWEGI4A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHHSB6M","Reviewed in the United States 🇺🇸 on January 26, 2021","Size: 256GBColor: Midnight GreenService Provider: UnlockedProduct grade: Renewed"
"United States","🇺🇸","2023-01-17","true","948","B08BHHSB6M","1","I ordered an Iphone 11 pro, 256gb, Renewed Premium, which was a lot more pricey than just a Renewed one, and I got it with 86% of maximum battery capacity. With Renewed Premium, battery should exceed 90%.","https://images-na.ssl-images-amazon.com/images/I/A1CE5DhUdxL._SY88.jpg","https://images-na.ssl-images-amazon.com/images/I/B1CL7k6EL1S._SY88.jpg","https://m.media-amazon.com/images/I/61+6mrqaIUL._SY88.jpg","https://m.media-amazon.com/images/I/617LWxC68RL._SY88.jpg",,,,,,"","Poor Battery Life","https://www.amazon.com/gp/customer-reviews/R13V6JM6SWNKQJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHHSB6M","Reviewed in the United States 🇺🇸 on January 17, 2023","Size: 256GBColor: Midnight GreenService Provider: UnlockedProduct grade: Renewed Premium"
"United States","🇺🇸","2021-05-22","true","949","B08BHHSB6M","4","Good Quality. Good Service","https://images-na.ssl-images-amazon.com/images/I/A1CE5DhUdxL._SY88.jpg","https://images-na.ssl-images-amazon.com/images/I/B1CL7k6EL1S._SY88.jpg","https://m.media-amazon.com/images/I/61+6mrqaIUL._SY88.jpg","https://m.media-amazon.com/images/I/617LWxC68RL._SY88.jpg",,,,,,"","Good Quality","https://www.amazon.com/gp/customer-reviews/R22SLPGHZMLB1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHHSB6M","Reviewed in the United States 🇺🇸 on May 22, 2021","Size: 256GBColor: Midnight GreenService Provider: UnlockedProduct grade: Renewed"
"United States","🇺🇸","2021-07-09","true","950","B08BHHSB6M","5","Vino sin un rayón parecía nuevo, la batería me vino con 96% de uso pero me dura un día y con uso intenso, especialmente de redes porque es parte de mi trabajo y el manejo de correo","https://images-na.ssl-images-amazon.com/images/I/A1CE5DhUdxL._SY88.jpg","https://images-na.ssl-images-amazon.com/images/I/B1CL7k6EL1S._SY88.jpg","https://m.media-amazon.com/images/I/61+6mrqaIUL._SY88.jpg","https://m.media-amazon.com/images/I/617LWxC68RL._SY88.jpg",,,,,,"","Útil","https://www.amazon.com/gp/customer-reviews/RP755HYBQF1PG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHHSB6M","Reviewed in the United States 🇺🇸 on July 9, 2021","Size: 64GBColor: Space GrayService Provider: UnlockedProduct grade: Renewed"
"United States",,"2022-04-24","true","841","B08BHHSB6M","5","Thanks for the productReally, a good item, battery life is 99%.",,,,,,,,,,"","Good items","https://www.amazon.com/gp/customer-reviews/R3N6C7KXPIZZFN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHHSB6M","Reviewed in the United States on April 24, 2022","Size: 64GBColor: Space GrayService Provider: UnlockedProduct grade: Renewed"
"United States",,"2021-09-12","true","842","B08BHHSB6M","4","Ha tenido varías fallas",,,,,,,,,,"","No me vino muy bueno","https://www.amazon.com/gp/customer-reviews/R2TTL50DPAPEYJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHHSB6M","Reviewed in the United States on September 12, 2021","Size: 512GBColor: SilverService Provider: UnlockedProduct grade: Renewed"
"United States",,"2022-05-31","true","843","B08BHHSB6M","5","Buen equipo, protegido y serio en el envío",,,,,,,,,,"","Envió completo","https://www.amazon.com/gp/customer-reviews/R2WH261AVDKK03/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHHSB6M","Reviewed in the United States on May 31, 2022","Size: 64GBColor: Midnight GreenService Provider: UnlockedProduct grade: Renewed"
"United States",,"2022-04-20","true","844","B08BHHSB6M","5","Littler higher on price side but well maintained. Good quality without any defects .",,,,,,,,,,"","Little higher side on price but nicely like new","https://www.amazon.com/gp/customer-reviews/R2WHC5J0XBOAKC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHHSB6M","Reviewed in the United States on April 20, 2022","Size: 64GBColor: GoldService Provider: UnlockedProduct grade: Renewed Premium"
"United States",,"2022-04-09","true","845","B08BHHSB6M","5","Its really just better than a Samsung or like android because its faster and way more sophisticated",,,,,,,,,,"","faster sophisticated","https://www.amazon.com/gp/customer-reviews/R13KHCFK7TTYZW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08BHHSB6M","Reviewed in the United States on April 9, 2022","Size: 256GBColor: Space GrayService Provider: UnlockedProduct grade: Renewed"
